unit_id,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_9,sensor_12,sensor_14,sensor_17,RUL,sensor_2_rollmean_5,sensor_3_rollmean_5,sensor_4_rollmean_5,sensor_7_rollmean_5,sensor_9_rollmean_5,sensor_12_rollmean_5,sensor_14_rollmean_5,sensor_17_rollmean_5,sensor_2_delta,sensor_3_delta,sensor_4_delta,sensor_7_delta,sensor_9_delta,sensor_12_delta,sensor_14_delta,sensor_17_delta
8,79,-0.002,-0.0001,100.0,643.18,1590.44,1408.65,552.55,9039.68,520.42,8116.35,392,71,642.836,1590.9199999999998,1412.354,553.0360000000001,9043.954,520.818,8121.454,393.0,0.12000000000000455,-3.4199999999998454,-4.119999999999891,-0.5200000000000955,-9.6299999999992,-0.5500000000000682,-2.5399999999999636,-1.0
8,80,0.0006,0.0004,100.0,643.09,1586.49,1421.86,552.97,9047.5,520.82,8118.39,394,70,642.97,1590.584,1413.976,552.982,9046.352,520.83,8120.539999999999,393.4,-0.08999999999991815,-3.9500000000000455,13.209999999999809,0.42000000000007276,7.819999999999709,0.40000000000009095,2.0399999999999636,2.0
8,81,0.0015,0.0,100.0,642.44,1598.81,1418.07,553.13,9041.18,520.64,8123.52,394,69,642.92,1592.7559999999999,1415.378,552.896,9046.184,520.7239999999999,8119.5380000000005,393.4,-0.6499999999999773,12.319999999999936,-3.7899999999999636,0.15999999999996817,-6.319999999999709,-0.18000000000006366,5.130000000000109,0.0
8,82,0.0017,0.0002,100.0,643.11,1587.82,1406.94,552.63,9042.48,521.23,8125.37,395,68,642.976,1591.484,1413.658,552.8700000000001,9044.029999999999,520.816,8120.504000000001,393.6,0.6699999999999591,-10.990000000000009,-11.129999999999882,-0.5,1.2999999999992724,0.5900000000000318,1.8499999999994543,1.0
8,83,-0.0017,-0.0002,100.0,642.79,1588.27,1406.93,553.02,9040.09,521.38,8117.09,394,67,642.922,1590.366,1412.4900000000002,552.86,9042.186,520.8979999999999,8120.144,393.8,-0.32000000000005,0.4500000000000455,-0.009999999999990905,0.38999999999998636,-2.389999999999418,0.14999999999997726,-8.279999999999745,-1.0
8,84,0.0007,0.0002,100.0,642.91,1600.62,1416.91,553.39,9041.17,520.84,8124.57,394,66,642.868,1592.402,1414.142,553.028,9042.484,520.9820000000001,8121.7880000000005,394.2,0.12000000000000455,12.349999999999909,9.980000000000018,0.37000000000000455,1.0799999999999272,-0.5399999999999636,7.479999999999563,0.0
8,85,-0.002,-0.0001,100.0,643.53,1586.9,1419.03,553.03,9047.29,521.2,8124.2,394,65,642.9559999999999,1592.484,1413.576,553.04,9042.442,521.058,8122.95,394.2,0.6200000000000045,-13.7199999999998,2.119999999999891,-0.36000000000001364,6.1200000000008,0.36000000000001364,-0.36999999999989086,0.0
8,86,0.0014,-0.0003,100.0,643.57,1595.92,1411.11,552.65,9045.77,521.32,8131.35,395,64,643.182,1591.906,1412.184,552.944,9043.36,521.1940000000001,8124.5160000000005,394.4,0.04000000000007731,9.019999999999982,-7.920000000000073,-0.37999999999999545,-1.5200000000004366,0.12000000000000455,7.150000000000546,1.0
8,87,-0.0011,0.0004,100.0,643.13,1594.3,1419.41,553.26,9041.86,521.01,8121.4,394,63,643.1859999999999,1593.202,1414.6779999999999,553.07,9043.236,521.15,8123.722,394.2,-0.44000000000005457,-1.6200000000001182,8.300000000000182,0.6100000000000136,-3.9099999999998545,-0.3100000000000591,-9.950000000000728,-1.0
8,88,-0.0005,0.0003,100.0,643.0,1592.27,1413.99,552.58,9045.3,520.49,8124.14,395,62,643.228,1594.002,1416.09,552.982,9044.278,520.972,8125.1320000000005,394.4,-0.12999999999999545,-2.0299999999999727,-5.420000000000073,-0.67999999999995,3.4399999999986903,-0.5199999999999818,2.740000000000691,1.0
8,89,-0.0027,-0.0004,100.0,642.89,1588.92,1414.77,552.99,9043.81,521.37,8122.98,393,61,643.2239999999999,1591.6619999999998,1415.6619999999998,552.9019999999999,9044.806,521.078,8124.814,394.2,-0.11000000000001364,-3.349999999999909,0.7799999999999727,0.40999999999996817,-1.4899999999997817,0.8799999999999955,-1.160000000000764,-2.0
8,90,-0.0018,-0.0003,100.0,643.04,1597.06,1419.66,553.63,9041.63,520.86,8120.59,395,60,643.126,1593.694,1415.788,553.022,9043.674,521.01,8124.092,394.4,0.14999999999997726,8.139999999999873,4.8900000000001,0.6399999999999864,-2.180000000000291,-0.5099999999999909,-2.389999999999418,2.0
8,91,0.0024,0.0004,100.0,642.85,1597.12,1418.09,553.31,9047.15,521.1,8121.46,392,59,642.982,1593.934,1417.184,553.154,9043.95,520.966,8122.114,393.8,-0.18999999999994088,0.05999999999994543,-1.5700000000001637,-0.32000000000005,5.520000000000437,0.2400000000000091,0.8699999999998909,-3.0
8,92,0.004,-0.0003,100.0,643.22,1587.73,1406.32,553.52,9049.57,520.76,8122.02,393,58,643.0,1592.6200000000001,1414.566,553.206,9045.491999999998,520.9159999999999,8122.238,393.6,0.37000000000000455,-9.389999999999873,-11.769999999999982,0.21000000000003638,2.4200000000000728,-0.34000000000003183,0.5600000000004002,1.0
8,93,0.0012,-0.0002,100.0,642.64,1600.04,1412.99,553.25,9040.84,521.29,8122.66,394,57,642.928,1594.1739999999998,1414.366,553.3399999999999,9044.6,521.076,8121.942,393.4,-0.5800000000000409,12.309999999999945,6.670000000000073,-0.2699999999999818,-8.729999999999563,0.5299999999999727,0.6399999999994179,1.0
8,94,0.0011,-0.0001,100.0,642.83,1598.04,1413.58,553.19,9047.56,520.82,8122.33,394,56,642.9159999999999,1595.998,1414.1280000000002,553.38,9045.35,520.966,8121.812,393.6,0.19000000000005457,-2.0,0.5899999999999181,-0.05999999999994543,6.719999999999345,-0.4699999999999136,-0.32999999999992724,0.0
8,95,0.0023,-0.0002,100.0,643.23,1593.41,1414.15,552.31,9038.83,520.93,8125.25,395,55,642.9540000000001,1595.268,1413.0259999999998,553.116,9044.789999999999,520.98,8122.744000000001,393.6,0.39999999999997726,-4.629999999999882,0.5700000000001637,-0.8800000000001091,-8.729999999999563,0.10999999999989996,2.9200000000000728,1.0
8,96,0.0032,0.0004,100.0,642.87,1597.95,1410.75,553.64,9050.75,521.23,8129.38,393,54,642.958,1595.434,1411.558,553.182,9045.51,521.0060000000001,8124.3279999999995,393.8,-0.36000000000001364,4.539999999999964,-3.400000000000091,1.330000000000041,11.920000000000073,0.3000000000000682,4.130000000000109,-2.0
8,97,0.0011,-0.0003,100.0,643.24,1589.77,1414.96,552.79,9048.65,521.04,8128.03,392,53,642.962,1595.842,1413.2859999999998,553.036,9045.326,521.062,8125.530000000001,393.6,0.37000000000000455,-8.180000000000064,4.210000000000036,-0.8500000000000227,-2.100000000000364,-0.19000000000005457,-1.3500000000003638,-1.0
8,98,-0.0048,0.0003,100.0,642.84,1591.64,1414.43,552.63,9039.9,520.74,8124.19,393,52,643.0020000000001,1594.1619999999998,1413.574,552.912,9045.138,520.952,8125.836,393.4,-0.39999999999997726,1.8700000000001182,-0.5299999999999727,-0.15999999999996817,-8.75,-0.2999999999999545,-3.8400000000001455,1.0
8,99,0.0043,-0.0001,100.0,642.14,1596.36,1416.42,552.48,9040.52,520.74,8124.1,394,51,642.864,1593.8260000000002,1414.142,552.77,9043.73,520.9359999999999,8126.19,393.4,-0.7000000000000455,4.7199999999998,1.990000000000009,-0.14999999999997726,0.6200000000008004,0.0,-0.08999999999923602,1.0
8,100,0.0008,0.0004,100.0,642.33,1595.63,1418.78,552.73,9051.11,520.59,8126.0,394,50,642.684,1594.27,1415.068,552.854,9046.186,520.868,8126.339999999999,393.2,0.19000000000005457,-0.7299999999997908,2.3599999999999,0.25,10.590000000000146,-0.14999999999997726,1.8999999999996362,0.0
8,101,-0.0012,0.0002,100.0,643.11,1591.38,1421.21,552.64,9043.7,520.9,8125.97,395,49,642.732,1592.9560000000001,1417.16,552.654,9044.776000000002,520.8019999999999,8125.658,393.6,0.7799999999999727,-4.25,2.4300000000000637,-0.09000000000003183,-7.4099999999998545,0.30999999999994543,-0.02999999999974534,1.0
8,102,0.0005,0.0004,100.0,643.14,1582.62,1413.48,552.27,9044.0,520.79,8121.88,394,48,642.7120000000001,1591.5259999999998,1416.864,552.55,9043.846,520.752,8124.428,394.0,0.029999999999972715,-8.760000000000218,-7.730000000000018,-0.37000000000000455,0.2999999999992724,-0.11000000000001364,-4.0900000000001455,-1.0
8,103,-0.0021,0.0,100.0,642.76,1593.92,1411.03,553.11,9044.49,521.19,8124.0,395,47,642.696,1591.982,1416.184,552.646,9044.764000000001,520.842,8124.389999999999,394.4,-0.37999999999999545,11.300000000000182,-2.4500000000000455,0.8400000000000318,0.4899999999997817,0.40000000000009095,2.119999999999891,1.0
8,104,0.0005,0.0004,100.0,642.77,1590.73,1418.79,552.61,9038.88,520.55,8120.49,393,46,642.822,1590.856,1416.658,552.672,9044.436,520.804,8123.668000000001,394.2,0.009999999999990905,-3.1900000000000546,7.759999999999991,-0.5,-5.610000000000582,-0.6400000000001,-3.5100000000002183,-2.0
8,105,-0.0024,-0.0001,100.0,642.64,1592.44,1411.94,552.67,9047.64,521.02,8121.4,393,45,642.8839999999999,1590.218,1415.2900000000002,552.6600000000001,9043.742,520.8900000000001,8122.748000000001,394.0,-0.12999999999999545,1.7100000000000364,-6.849999999999909,0.05999999999994543,8.760000000000218,0.4700000000000273,0.9099999999998545,0.0
8,106,-0.0022,0.0004,100.0,642.74,1587.49,1412.29,551.51,9046.6,520.45,8120.94,394,44,642.8100000000001,1589.44,1413.506,552.434,9044.321999999998,520.8,8121.742,393.8,0.10000000000002274,-4.9500000000000455,0.34999999999990905,-1.1599999999999682,-1.0399999999990541,-0.5699999999999363,-0.4600000000000364,1.0
8,107,0.0028,-0.0,100.0,642.93,1598.31,1420.11,552.75,9051.93,520.88,8123.43,395,43,642.7679999999999,1592.578,1414.8319999999999,552.53,9045.908,520.818,8122.052000000001,394.0,0.18999999999994088,10.819999999999936,7.819999999999936,1.240000000000009,5.329999999999927,0.42999999999995,2.490000000000691,1.0
8,108,-0.0022,0.0003,100.0,642.82,1590.36,1422.19,552.51,9037.13,520.9,8129.4,394,42,642.78,1591.866,1417.0639999999999,552.4100000000001,9044.435999999998,520.76,8123.132,393.8,-0.10999999999989996,-7.9500000000000455,2.0800000000001546,-0.2400000000000091,-14.800000000001091,0.01999999999998181,5.969999999999345,-1.0
8,109,-0.0057,0.0001,100.0,642.9,1596.7,1412.1,553.13,9047.05,520.22,8120.3,394,41,642.8059999999999,1593.06,1415.726,552.5139999999999,9046.07,520.694,8123.094,394.0,0.07999999999992724,6.3400000000001455,-10.090000000000146,0.6200000000000045,9.920000000000073,-0.67999999999995,-9.099999999999454,0.0
8,110,-0.0005,0.0002,100.0,643.46,1591.04,1413.93,552.65,9042.67,520.72,8122.89,393,40,642.97,1592.7800000000002,1416.1240000000003,552.51,9045.076,520.634,8123.392,394.0,0.5600000000000591,-5.660000000000082,1.8300000000001546,-0.4800000000000182,-4.3799999999992,0.5,2.5900000000001455,-1.0
8,111,-0.0009,-0.0002,100.0,643.11,1592.76,1416.05,552.42,9050.1,520.7,8122.02,394,39,643.044,1593.834,1416.8759999999997,552.692,9045.776000000002,520.684,8123.608,394.0,-0.35000000000002274,1.7200000000000273,2.119999999999891,-0.2300000000000182,7.430000000000291,-0.01999999999998181,-0.8699999999998909,1.0
8,112,-0.001,0.0002,100.0,642.9,1603.1,1415.73,552.87,9045.38,520.56,8120.36,395,38,643.038,1594.792,1416.0,552.716,9044.466,520.62,8122.994000000001,394.0,-0.21000000000003638,10.339999999999918,-0.31999999999993634,0.4500000000000455,-4.720000000001164,-0.14000000000010004,-1.660000000000764,1.0
8,113,0.0021,-0.0005,100.0,643.23,1598.37,1410.46,552.1,9043.52,520.39,8118.5,394,37,643.12,1596.394,1413.654,552.6339999999999,9045.743999999999,520.518,8120.814,394.0,0.3300000000000409,-4.730000000000018,-5.269999999999982,-0.7699999999999818,-1.859999999998763,-0.16999999999995907,-1.8599999999996726,-1.0
8,114,0.001,0.0005,100.0,642.96,1594.91,1415.05,552.75,9040.53,520.3,8124.38,393,36,643.132,1596.0359999999998,1414.244,552.558,9044.439999999999,520.534,8121.63,393.8,-0.2699999999999818,-3.459999999999809,4.589999999999918,0.6499999999999773,-2.9899999999997817,-0.09000000000003183,5.880000000000109,-1.0
8,115,-0.002,0.0002,100.0,642.73,1598.5,1415.49,552.46,9048.02,521.21,8119.99,395,35,642.986,1597.5279999999998,1414.556,552.52,9045.51,520.632,8121.05,394.2,-0.2300000000000182,3.589999999999918,0.44000000000005457,-0.2899999999999636,7.489999999999782,0.9100000000000819,-4.390000000000327,2.0
8,116,0.0015,-0.0001,100.0,643.29,1593.72,1419.78,552.68,9043.47,520.71,8124.69,395,34,643.022,1597.7199999999998,1415.3020000000001,552.5719999999999,9044.184,520.634,8121.584,394.4,0.5599999999999454,-4.779999999999973,4.289999999999964,0.2199999999999136,-4.550000000001091,-0.5,4.699999999999818,0.0
8,117,-0.0049,0.0001,100.0,643.14,1587.02,1419.89,553.04,9044.95,520.5,8121.64,392,33,643.0699999999999,1594.5040000000001,1416.134,552.606,9044.098,520.6220000000001,8121.839999999999,393.8,-0.14999999999997726,-6.7000000000000455,0.11000000000012733,0.36000000000001364,1.4800000000013824,-0.21000000000003638,-3.0499999999992724,-3.0
8,118,0.0011,-0.0,100.0,642.94,1585.36,1411.35,552.14,9047.82,520.68,8124.81,394,32,643.012,1591.902,1416.312,552.614,9044.958,520.6800000000001,8123.102000000001,393.8,-0.1999999999999318,-1.6600000000000819,-8.540000000000191,-0.8999999999999773,2.8699999999989814,0.17999999999994998,3.1700000000000728,2.0
8,119,0.0002,-0.0003,100.0,643.38,1594.55,1416.89,552.61,9046.84,520.71,8127.09,395,31,643.096,1591.83,1416.68,552.586,9046.22,520.762,8123.644,394.2,0.4399999999999409,9.190000000000055,5.540000000000191,0.4700000000000273,-0.9799999999995634,0.030000000000086402,2.2799999999997453,1.0
8,120,0.0003,-0.0002,100.0,643.44,1600.04,1417.09,552.39,9041.32,520.37,8121.65,395,30,643.238,1592.1380000000001,1417.0,552.572,9044.880000000001,520.594,8123.976000000001,394.2,0.06000000000005912,5.490000000000009,0.1999999999998181,-0.22000000000002728,-5.520000000000437,-0.34000000000003183,-5.440000000000509,0.0
8,121,-0.0015,0.0002,100.0,642.98,1594.55,1417.41,551.98,9045.17,520.03,8123.03,394,29,643.176,1592.3039999999999,1416.526,552.432,9045.22,520.458,8123.644,394.0,-0.4600000000000364,-5.490000000000009,0.3200000000001637,-0.40999999999996817,3.850000000000364,-0.34000000000003183,1.3800000000001091,-1.0
8,122,-0.0027,-0.0003,100.0,643.37,1593.25,1422.75,551.66,9045.52,520.64,8123.3,394,28,643.222,1593.55,1417.098,552.156,9045.333999999999,520.486,8123.976,394.4,0.38999999999998636,-1.2999999999999545,5.339999999999918,-0.32000000000005,0.3500000000003638,0.6100000000000136,0.27000000000043656,0.0
8,123,-0.0007,-0.0001,100.0,643.81,1597.23,1419.95,552.67,9041.78,520.15,8120.99,394,27,643.396,1595.924,1418.818,552.262,9044.126,520.38,8123.2119999999995,394.4,0.4399999999999409,3.980000000000018,-2.7999999999999545,1.009999999999991,-3.7399999999997817,-0.4900000000000091,-2.3100000000004,0.0
8,124,-0.001,-0.0003,100.0,643.09,1595.92,1419.7,552.14,9047.47,520.3,8120.2,396,26,643.338,1596.1979999999999,1419.3799999999999,552.1679999999999,9044.251999999999,520.298,8121.834,394.6,-0.7199999999999136,-1.3099999999999454,-0.25,-0.5299999999999727,5.68999999999869,0.14999999999997726,-0.7899999999999636,2.0
8,125,0.001,0.0001,100.0,643.84,1593.45,1424.0,552.24,9053.79,520.68,8122.48,396,25,643.418,1594.88,1420.762,552.1379999999999,9046.746,520.36,8122.0,394.8,0.75,-2.4700000000000273,4.2999999999999545,0.10000000000002274,6.320000000001528,0.37999999999999545,2.2799999999997453,0.0
8,126,0.0001,0.0005,100.0,643.15,1599.98,1420.01,552.09,9045.89,520.26,8123.39,395,24,643.452,1595.966,1421.282,552.16,9046.89,520.406,8122.072,395.0,-0.6900000000000546,6.529999999999973,-3.990000000000009,-0.14999999999997726,-7.900000000001455,-0.4199999999999591,0.910000000000764,-1.0
8,127,-0.0014,0.0002,100.0,643.53,1595.04,1416.81,551.79,9040.86,520.69,8115.79,395,23,643.484,1596.324,1420.094,552.1859999999999,9045.957999999999,520.4159999999999,8120.57,395.2,0.37999999999999545,-4.940000000000055,-3.2000000000000455,-0.3000000000000682,-5.029999999998836,0.43000000000006366,-7.600000000000364,0.0
8,128,0.0004,0.0004,100.0,643.34,1598.47,1427.67,552.07,9049.58,520.42,8115.23,394,22,643.3900000000001,1596.572,1421.6380000000001,552.066,9047.518,520.47,8119.418,395.2,-0.18999999999994088,3.4300000000000637,10.860000000000127,0.2800000000000864,8.719999999999345,-0.2700000000000955,-0.5600000000004002,-1.0
8,129,0.0024,0.0003,100.0,642.87,1593.87,1418.54,551.82,9041.67,520.58,8123.2,396,21,643.346,1596.1619999999998,1421.406,552.0020000000001,9046.357999999998,520.5260000000001,8120.017999999999,395.2,-0.4700000000000273,-4.600000000000136,-9.13000000000011,-0.25,-7.9099999999998545,0.16000000000008185,7.970000000000255,2.0
8,130,0.003,0.0005,100.0,642.95,1600.15,1414.35,551.52,9039.73,520.36,8124.26,394,20,643.168,1597.502,1419.476,551.8580000000001,9043.546,520.462,8120.373999999999,394.8,0.08000000000004093,6.2800000000002,-4.190000000000055,-0.3000000000000682,-1.9400000000005093,-0.22000000000002728,1.0600000000004002,-2.0
8,131,0.0048,0.0002,100.0,643.48,1593.32,1425.47,552.09,9051.84,520.13,8124.23,395,19,643.234,1596.17,1420.568,551.858,9044.735999999999,520.436,8120.5419999999995,394.8,0.5299999999999727,-6.830000000000155,11.120000000000118,0.57000000000005,12.110000000000582,-0.2300000000000182,-0.030000000000654836,1.0
8,132,-0.0008,-0.0004,100.0,643.55,1596.48,1419.07,551.32,9048.83,520.05,8129.22,392,18,643.238,1596.4579999999999,1421.02,551.764,9046.329999999998,520.308,8123.228,394.2,0.06999999999993634,3.160000000000082,-6.400000000000091,-0.7699999999999818,-3.0100000000002183,-0.08000000000004093,4.990000000000691,-3.0
8,133,0.002,0.0003,100.0,643.8,1597.34,1416.24,551.83,9051.3,520.16,8120.53,395,17,643.3299999999999,1596.232,1418.734,551.716,9046.674,520.256,8124.2880000000005,394.4,0.25,0.8599999999999,-2.8299999999999272,0.5099999999999909,2.469999999999345,0.11000000000001364,-8.69000000000051,3.0
8,134,0.002,0.0003,100.0,644.02,1597.2,1425.3,552.06,9049.37,520.47,8118.91,395,16,643.5600000000001,1596.898,1420.0859999999998,551.7639999999999,9048.213999999998,520.234,8123.43,394.2,0.22000000000002728,-0.13999999999987267,9.059999999999945,0.2299999999999045,-1.929999999998472,0.3100000000000591,-1.6199999999998909,0.0
8,135,-0.0018,0.0003,100.0,643.22,1596.04,1422.09,551.91,9046.18,519.78,8121.99,395,15,643.614,1596.0759999999998,1421.634,551.842,9049.504,520.118,8122.976,394.4,-0.7999999999999545,-1.1600000000000819,-3.2100000000000364,-0.14999999999997726,-3.1900000000005093,-0.6900000000000546,3.0799999999999272,0.0
8,136,0.0011,0.0003,100.0,643.55,1601.77,1418.93,551.63,9044.98,519.88,8120.39,396,14,643.628,1597.766,1420.326,551.75,9048.132000000001,520.068,8122.2080000000005,394.6,0.32999999999992724,5.730000000000018,-3.1599999999998545,-0.2799999999999727,-1.2000000000007276,0.10000000000002274,-1.5999999999994543,1.0
8,137,0.0003,0.0,100.0,643.38,1598.04,1424.6,551.17,9045.06,520.01,8121.14,396,13,643.5939999999999,1598.078,1421.432,551.72,9047.378,520.0600000000001,8120.592,395.4,-0.16999999999995907,-3.730000000000018,5.669999999999845,-0.4600000000000364,0.07999999999992724,0.12999999999999545,0.75,0.0
8,138,0.0031,0.0,100.0,643.68,1597.92,1429.13,551.7,9052.44,519.97,8121.42,396,12,643.57,1598.194,1424.01,551.694,9047.606,520.022,8120.7699999999995,395.6,0.2999999999999545,-0.11999999999989086,4.5300000000002,0.5300000000000864,7.380000000001019,-0.03999999999996362,0.27999999999974534,0.0
8,139,-0.0014,-0.0004,100.0,642.78,1597.03,1424.37,551.96,9046.81,520.39,8125.33,397,11,643.3219999999999,1598.16,1423.824,551.674,9047.094000000001,520.006,8122.054000000001,396.0,-0.8999999999999773,-0.8900000000001,-4.760000000000218,0.2599999999999909,-5.630000000001019,0.4199999999999591,3.9099999999998545,1.0
8,140,0.0003,-0.0002,100.0,643.53,1593.54,1419.01,551.5,9051.35,520.25,8116.97,395,10,643.384,1597.66,1423.208,551.592,9048.128,520.1,8121.05,396.0,0.75,-3.490000000000009,-5.3599999999999,-0.4600000000000364,4.540000000000873,-0.13999999999998636,-8.359999999999673,-2.0
8,141,-0.0008,0.0003,100.0,643.46,1595.97,1422.62,551.19,9046.67,519.45,8123.38,395,9,643.366,1596.5,1423.946,551.504,9048.466,520.014,8121.647999999999,395.8,-0.06999999999993634,2.4300000000000637,3.6099999999999,-0.30999999999994543,-4.680000000000291,-0.7999999999999545,6.4099999999998545,0.0
8,142,-0.0001,-0.0004,100.0,643.23,1601.14,1427.03,551.86,9042.15,519.92,8119.23,395,8,643.336,1597.1200000000001,1424.432,551.642,9047.884,519.996,8121.2660000000005,395.6,-0.2300000000000182,5.170000000000073,4.410000000000082,0.6699999999999591,-4.520000000000437,0.4699999999999136,-4.150000000000546,0.0
8,143,0.0014,-0.0005,100.0,643.44,1610.35,1426.08,551.38,9046.03,519.85,8122.02,395,7,643.2879999999999,1599.606,1423.822,551.578,9046.602,519.972,8121.386,395.4,0.21000000000003638,9.209999999999809,-0.9500000000000455,-0.4800000000000182,3.8800000000010186,-0.06999999999993634,2.790000000000873,0.0
8,144,0.0037,0.0002,100.0,643.95,1603.96,1422.82,551.29,9050.46,519.92,8122.11,394,6,643.522,1600.992,1423.512,551.444,9047.332,519.878,8120.742,394.8,0.5099999999999909,-6.389999999999873,-3.259999999999991,-0.09000000000003183,4.429999999998472,0.06999999999993634,0.08999999999923602,-1.0
8,145,0.0005,0.0003,100.0,643.6,1599.71,1427.14,551.32,9045.26,519.47,8120.39,395,5,643.536,1602.226,1425.138,551.408,9046.113999999998,519.722,8121.4259999999995,394.8,-0.35000000000002274,-4.25,4.320000000000164,0.030000000000086402,-5.199999999998909,-0.4499999999999318,-1.7199999999993452,1.0
8,146,0.0001,-0.0004,100.0,643.49,1605.73,1421.14,551.4,9053.78,520.01,8120.84,396,4,643.5420000000001,1604.178,1424.842,551.45,9047.536,519.8340000000001,8120.918000000001,395.0,-0.11000000000001364,6.019999999999982,-6.0,0.07999999999992724,8.520000000000437,0.5399999999999636,0.4499999999998181,1.0
8,147,0.0018,-0.0004,100.0,643.32,1601.4,1429.5,551.1,9040.98,519.62,8117.88,396,3,643.5600000000001,1604.23,1425.336,551.298,9047.302,519.774,8120.647999999999,395.2,-0.16999999999995907,-4.329999999999927,8.3599999999999,-0.2999999999999545,-12.800000000001091,-0.38999999999998636,-2.9600000000000364,0.0
8,148,-0.0003,-0.0,100.0,643.43,1605.59,1421.3,551.73,9038.57,519.87,8126.2,395,2,643.558,1603.278,1424.38,551.368,9045.81,519.778,8121.4839999999995,395.2,0.10999999999989996,4.189999999999827,-8.200000000000045,0.6299999999999955,-2.4099999999998545,0.25,8.319999999999709,-1.0
8,149,0.0011,0.0001,100.0,643.87,1605.12,1428.29,550.49,9047.3,519.31,8121.93,396,1,643.542,1603.51,1425.474,551.208,9045.178,519.656,8121.448000000001,395.6,0.44000000000005457,-0.4700000000000273,6.990000000000009,-1.240000000000009,8.729999999999563,-0.5600000000000591,-4.269999999999527,1.0
8,150,0.0026,-0.0003,100.0,643.87,1602.84,1432.31,551.08,9046.16,519.57,8121.27,394,0,643.596,1604.136,1426.508,551.1600000000001,9045.358,519.676,8121.624000000001,395.4,0.0,-2.2799999999999727,4.019999999999982,0.5900000000000318,-1.139999999999418,0.2600000000001046,-0.6599999999998545,-2.0
9,1,0.0005,0.0004,100.0,642.18,1582.99,1396.22,554.35,9065.59,522.34,8149.16,391,150,642.18,1582.99,1396.22,554.35,9065.59,522.34,8149.16,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2,0.0001,0.0001,100.0,641.91,1580.17,1394.7,554.85,9063.39,523.03,8148.23,392,150,642.045,1581.58,1395.46,554.6,9064.49,522.685,8148.695,391.5,-0.2699999999999818,-2.8199999999999363,-1.5199999999999818,0.5,-2.2000000000007276,0.6899999999999409,-0.930000000000291,1.0
9,3,-0.0009,-0.0003,100.0,642.5,1587.57,1396.79,554.75,9057.58,522.63,8140.94,391,150,642.1966666666666,1583.5766666666666,1395.9033333333334,554.65,9062.186666666666,522.6666666666666,8146.11,391.3333333333333,0.5900000000000318,7.399999999999864,2.089999999999918,-0.10000000000002274,-5.809999999999491,-0.39999999999997726,-7.289999999999964,-1.0
9,4,-0.0022,0.0001,100.0,642.04,1584.66,1406.4,555.19,9061.97,522.85,8145.41,392,150,642.1575,1583.8475,1398.5275000000001,554.7850000000001,9062.1325,522.7125,8145.9349999999995,391.5,-0.4600000000000364,-2.9099999999998545,9.610000000000127,0.44000000000005457,4.389999999999418,0.22000000000002728,4.470000000000255,1.0
9,5,-0.0018,-0.0003,100.0,642.06,1580.0,1400.12,554.84,9062.05,522.51,8145.92,390,150,642.1379999999999,1583.078,1398.846,554.796,9062.116,522.672,8145.931999999999,391.2,0.01999999999998181,-4.660000000000082,-6.2800000000002,-0.35000000000002274,0.07999999999992724,-0.34000000000003183,0.5100000000002183,-2.0
9,6,0.0009,-0.0005,100.0,641.84,1589.51,1401.32,554.42,9062.76,522.54,8147.93,393,150,642.0699999999999,1584.382,1399.866,554.8100000000001,9061.55,522.712,8145.686,391.6,-0.2199999999999136,9.509999999999991,1.2000000000000455,-0.42000000000007276,0.7100000000009459,0.029999999999972715,2.0100000000002183,3.0
9,7,-0.0021,-0.0004,100.0,641.66,1584.33,1400.27,553.55,9063.1,522.57,8148.53,392,150,642.0199999999999,1585.214,1400.98,554.55,9061.492000000002,522.6200000000001,8145.745999999999,391.6,-0.18000000000006366,-5.180000000000064,-1.0499999999999545,-0.8700000000000045,0.3400000000001455,0.030000000000086402,0.5999999999994543,-1.0
9,8,0.0018,0.0,100.0,641.46,1581.9,1392.49,555.66,9064.64,522.21,8145.97,390,150,641.8119999999999,1584.0800000000002,1400.1200000000001,554.732,9062.904,522.5360000000001,8146.752,391.4,-0.1999999999999318,-2.4299999999998363,-7.779999999999973,2.1100000000000136,1.5399999999990541,-0.36000000000001364,-2.5599999999994907,-2.0
9,9,0.0003,-0.0004,100.0,641.99,1580.58,1394.58,554.88,9070.86,522.35,8148.65,391,150,641.8019999999999,1583.264,1397.756,554.6700000000001,9064.682,522.436,8147.4,391.2,0.5299999999999727,-1.3200000000001637,2.089999999999918,-0.7799999999999727,6.220000000001164,0.13999999999998636,2.6799999999993815,1.0
9,10,0.0009,-0.0002,100.0,641.77,1580.84,1391.62,554.37,9068.09,522.48,8142.56,391,150,641.7439999999999,1583.432,1396.0559999999998,554.576,9065.89,522.4300000000001,8146.728,391.4,-0.22000000000002728,0.2599999999999909,-2.9600000000000364,-0.5099999999999909,-2.7700000000004366,0.12999999999999545,-6.089999999999236,0.0
9,11,-0.0012,-0.0004,100.0,642.33,1581.8,1400.58,553.61,9067.61,522.75,8144.65,391,150,641.842,1581.8899999999999,1395.908,554.414,9066.86,522.472,8146.072,391.0,0.5600000000000591,0.9600000000000364,8.960000000000036,-0.7599999999999909,-0.47999999999956344,0.2699999999999818,2.089999999999236,0.0
